Name,Abbrev,Place,Id,Code,Department,Authors,Score 3 Yr,Score Overall
Institut Teknologi Harapan Bangsa,ITHB,"KOTA BANDUNG - JAWA BARAT, ID",1454,042006,8,36,1258,5103
Universitas Nahdlatul Ulama Surakarta,UNUSURAKARTA,"KOTA SURAKARTA - JAWA TENGAH, ID",4799,061028,11,64,1257,3672
Sekolah Tinggi Ilmu Ekonomi La Tansa Mashiro,STIELM,"KAB. LEBAK - BANTEN, ID",1493,043064,3,55,1250,3324
STKIP YPM Bangko,-,"KAB. MERANGIN - JAMBI, ID",2935,103020,6,57,1249,3837
Universitas Patria Artha,-,"KAB. GOWA - SULAWESI SELATAN, ID",2572,091047,11,57,1249,2442
STKIP Pamane Talino,-,"KAB. LANDAK - KALIMANTAN BARAT, ID",3230,113086,3,24,1249,1886
STKIP Muhammadiyah Pagaralam,STKIPMPAGARALAM,"KOTA PAGAR ALAM - SUMATERA SELATAN, ID",906,023061,3,38,1248,1622
Akademi Farmasi Jember,-,"KAB. JEMBER - JAWA TIMUR, ID",2341,074122,1,14,1248,3057
Universitas Borobudur,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1065,031018,20,115,1247,4467
AMIK Lamappapoleonro Soppeng,AMIKLAMAPPAPOLEONROSOPPENG,"KAB. SOPPENG - SULAWESI SELATAN, ID",8285,094041,1,5,1246,1514
Universitas Nasional Pasim,-,"KOTA BANDUNG - JAWA BARAT, ID",1419,041031,9,40,1245,1980
Akademi Kebidanan Surya Mandiri Kota Bima,-,"KOTA BIMA - NUSA TENGGARA BARAT, ID",2511,084035,1,8,1242,2150
Politeknik Kesehatan BHakti Mulia,POLTEKKESBHAKTIMULIA,"KAB. SUKOHARJO - JAWA TENGAH, ID",180,065023,4,23,1242,3596
Politeknik APP Jakarta,POLITEKNIKAPPJAKARTA,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4464,435006,3,41,1232,2796
Sekolah Tinggi Teologi Indonesia Jakarta,STTI,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",4241,233278,5,7,1231,1928
Universitas Amir Hamzah,-,"KAB. DELI SERDANG - SUMATERA UTARA, ID",588,011010,7,51,1229,2458
Sekolah Tinggi Ilmu Manajemen Sukma,STIMSUKMA,"KOTA MEDAN - SUMATERA UTARA, ID",659,013085,2,36,1222,2929
Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,STIKESMEDISTRAINDONESIA,"KOTA BEKASI - JAWA BARAT, ID",373,033156,6,29,1220,3100
Sekolah Tinggi Ilmu Kesehatan Budi Luhur Cimahi,STIKESBUDILUHURCIMAHI,"KOTA CIMAHI - JAWA BARAT, ID",1645,043284,4,39,1219,3884
Sekolah Tinggi Ilmu Kesehatan Majapahit,STIKESMAJAPAHIT,"KAB. MOJOKERTO - JAWA TIMUR, ID",2227,073123,8,42,1219,3513
Universitas Wanita Internasional,IWU,"KOTA BANDUNG - JAWA BARAT, ID",1434,041047,12,59,1214,3759
Universitas An Nuur,UNIVERSITASANNUUR,"KAB. GROBOGAN - JAWA TENGAH, ID",8244247,061053,10,52,1202,2062
Universitas Al-Irsyad Cilacap,UNAIC,"KAB. CILACAP - JAWA TENGAH, ID",233,061062,12,68,1199,2396
Sekolah Tinggi Ilmu Ekonomi Semarang,STIESEMARANG,"KOTA SEMARANG - JAWA TENGAH, ID",310,063025,3,40,1190,2791
Politeknik Kesehatan Ummi Khasanah,POLTEKESUMMIKHASANAH,"KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",1968,055013,3,12,1190,1994
Sekolah Tinggi Ilmu Kesehatan Yatsi,-,"KOTA TANGERANG - BANTEN, ID",1638,043276,3,42,1188,1932
Sekolah Tinggi Ilmu Ekonomi Bima,-,"KOTA BIMA - NUSA TENGGARA BARAT, ID",2432,083034,1,21,1182,1801
Institut Agama Islam (IAI) Al-Aziziyah Samalanga Bireuen Aceh,IAIA,"KAB. BIREUEN - ACEH, ID",8281,212038,7,106,1182,1883
Politeknik Baubau,POLBAUBAU,"KOTA BAU BAU - SULAWESI TENGGARA, ID",8112,095009,8,52,1181,2393
Universitas Nahdlatul Ulama Purwokerto,-,"KAB. BANYUMAS - JAWA TENGAH, ID",8256,061045,13,89,1180,1941
Politeknik Pembangunan Pertanian Manokwari,POLBANGTANMANOKWARI,"KAB. MANOKWARI - PAPUA BARAT, ID",4476,445002,3,29,1178,1626
STT Ebenhaezer Tanjung Enim,-,"KAB. MUARA ENIM - SUMATERA SELATAN, ID",4194,233205,3,17,1176,1808
Sekolah Tinggi Ilmu Ekonomi Tri Dharma Nusantara,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2647,093082,2,66,1173,1905
Politeknik STTT Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",4468,435004,4,27,1170,3683
"Institut Teknologi, Sains, dan Kesehatan RS.DR. Soepraoen Kesdam V/BRW",ITSKSOEPRAOEN,"KOTA MALANG - JAWA TIMUR, ID",2357,072026,13,71,1170,2767
Sekolah Tinggi Ilmu Kesehatan Husada Jombang,SHJ,"KAB. JOMBANG - JAWA TIMUR, ID",2242,073139,6,35,1169,1761
IKIP Saraswati,INSTITUTKEGURUANDANILMUPENDIDIKANSARASWATI,"KAB. TABANAN - BALI, ID",2395,082001,6,47,1169,3700
Sekolah Tinggi Ilmu Ekonomi Nasional Banjarmasin,-,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3159,113005,2,23,1168,2593
Universitas Adzkia,UNIVERSITASADZKIA,"KOTA PADANG - SUMATERA BARAT, ID",3012,101038,8,49,1166,1788
STKIP Soe,-,"KAB TIMOR TENGAH SELATAN - NUSA TENGGARA TIMUR, ID",2474,153021,5,34,1164,2240
STKIP Nahdlatul Ulama Indramayu,-,"KAB. INDRAMAYU - JAWA BARAT, ID",1690,043334,3,19,1163,1884
Sekolah Tinggi Teologi Torsina,STTTORSINA,"KAB. KARANGANYAR - JAWA TENGAH, ID",344,233154,2,11,1160,1952
STKIP Kie Raha,-,"KOTA TERNATE - MALUKU UTARA, ID",3326,123034,10,89,1156,2568
Sekolah Tinggi Manajemen PPM,STMPPM,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1157,033069,3,35,1155,4362
Sekolah Tinggi Agama Islam Al-Hidayah Bogor,STAIAL-HIDAYAHBOGOR,"KOTA BOGOR - JAWA BARAT, ID",3727,213154,5,37,1155,2191
Universitas Lamappapoleonro,UNIPOL,"KAB. SOPPENG - SULAWESI SELATAN, ID",8244525,091072,6,56,1150,1756
Politeknik Pembangunan Pertanian Malang,POLBANGTANMALANG,"KAB. MALANG - JAWA TIMUR, ID",8326,445001,3,37,1150,1966
Sekolah Tinggi Ilmu Komunikasi dan Sekretari Tarakanita,STARKITARAKANITA,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1244,033194,2,24,1146,2095
Politeknik Pembangunan Pertanian Yogyakarta - Magelang,POLBANGTANYOMA,"KAB. MAGELANG - JAWA TENGAH, ID",154,445004,6,39,1142,1815
Sekolah Tinggi Agama Hindu Dharma Nusantara Jakarta,STAHDNJAKARTA,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",4289,243003,1,19,1141,2757
Universitas Dirgantara Marsekal Suryadarma,-,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1088,031043,11,57,1138,2588
Universitas AKI,UNAKI,"KOTA SEMARANG - JAWA TENGAH, ID",44,061034,7,39,1135,3225
Politeknik Pariwisata Makassar,POLTEKPARMAKASSAR,"KOTA MAKASSAR - SULAWESI SELATAN, ID",4405,385001,8,56,1129,2227
Sekolah Tinggi Ilmu Ekonomi AMM,-,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2441,083043,4,48,1127,3043
STKIP Agama Hindu Singaraja,-,"KAB. BULELENG - BALI, ID",2405,083004,4,27,1126,2004
Universitas Nuku,UNIV.NUKU,"KOTA TIDORE KEPULAUAN - MALUKU UTARA, ID",3310,121004,9,44,1126,1858
Sekolah Tinggi Pembangunan Masyarakat Desa APMD,"STPMD""APMD""","KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",1896,053009,5,49,1125,3068
Universitas Bondowoso,UNIBO,"KAB. BONDOWOSO - JAWA TIMUR, ID",2065,071037,9,48,1123,2164
Akademi Komunitas Manajemen Perhotelan Indonesia,-,"KAB. BADUNG - BALI, ID",2525,086001,3,18,1123,1403
Sekolah Tinggi Manajemen Asuransi Trisakti,STMATRISAKTI,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1213,033152,4,21,1121,2254
STMIK Ichsan,STMIK-IG,"KOTA GORONTALO - GORONTALO, ID",2659,163024,3,32,1117,3444
STMIK Bina Nusantara Jaya Lubuk Linggau,-,"KOTA LUBUK LINGGAU - SUMATERA SELATAN, ID",945,023107,2,16,1109,2638
Politeknik Negeri Fakfak,-,"KAB. FAK FAK - PAPUA BARAT, ID",572,005037,6,43,1106,1709
Universitas Ratu Samban,UNRAS,"KAB. BENGKULU UTARA - BENGKULU, ID",850,021018,9,27,1106,3625
Politeknik ATI Padang,-,"KOTA PADANG - SUMATERA BARAT, ID",4466,435003,5,74,1105,2644
Akademi Pariwisata Mandala Bhakti,MANDALABHAKTI,"KOTA SURAKARTA - JAWA TENGAH, ID",147,064040,2,11,1104,1428
Politeknik Lembaga Pendidikan dan Pengembangan Profesi Indonesia Makassar,POLIMAK,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2883000,095016,5,39,1101,1871
Universitas Tomakaka,-,"KAB. MAMUJU - SULAWESI BARAT, ID",2571,091046,14,56,1090,2964
STIKES Satria Bhakti Nganjuk,STIKESSATRIABHAKTI,"KAB. NGANJUK - JAWA TIMUR, ID",482,073138,4,24,1088,1670
Institut Agama Islam Sumatera Barat Pariaman,IAISUMBAR,"KOTA PARIAMAN - SUMATERA BARAT, ID",8244440,212079,6,33,1084,2183
Sekolah Tinggi Intelijen Negara,STIN,"KAB. BOGOR - JAWA BARAT, ID",8347,513001,4,13,1083,2319
STIKES Karya Husada Kediri,-,"KAB. KEDIRI - JAWA TIMUR, ID",2232,073128,6,50,1082,3910
Institut Agama Islam Syarifuddin Wonorejo Lumajang,IAISYARIFUDDINWONOREJOLUMAJANG,"KAB. LUMAJANG - JAWA TIMUR, ID",3590,212037,7,53,1080,3727
Sekolah Tinggi Ilmu Administrasi Setih Setio,-,"KAB. BUNGO - JAMBI, ID",2974,103069,3,39,1078,1640
STKIP Bina Insan Mandiri,STKIPBIM,"KOTA SURABAYA - JAWA TIMUR, ID",2233,073129,5,33,1074,2568
STIKES Buana Husada Ponorogo,-,"KAB. PONOROGO - JAWA TIMUR, ID",2264,073164,2,15,1072,2056
Cattleya Mental Health Center,-,"KOTA PALEMBANG - SUMATERA SELATAN, ID",8244511,96314112,0,1,1072,1433
STMIK Banjarbaru,-,"KOTA BANJARBARU - KALIMANTAN SELATAN, ID",3194,113048,2,30,1072,4379
Sekolah Tinggi Pariwisata Ars Internasional,STPARS,"KOTA BANDUNG - JAWA BARAT, ID",1498,043078,1,7,1072,2097
Sekolah Tinggi Ilmu Ekonomi Cendekia Bojonegoro,-,"KAB. BOJONEGORO - JAWA TIMUR, ID",2204,073089,2,14,1070,1653
Sekolah Tinggi Manajemen Informatika dan Komputer Jayakarta,STMIKJAYAKARTA,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",1119,033080,3,17,1069,1916
Politeknik Maritim Negeri Indonesia,POLIMARIN,"KOTA SEMARANG - JAWA TENGAH, ID",14,005034,5,42,1065,1944
Sekolah Tinggi Hukum Bandung,STHB,"KOTA BANDUNG - JAWA BARAT, ID",1457,043001,2,31,1064,3080
Sekolah Tinggi Ilmu Pertanian Wuna Raha,-,"KAB. MUNA - SULAWESI TENGGARA, ID",2619,093049,4,22,1057,3443
"STAI An-Nadwah Kuala Tungkal, Jambi",STAIAN-NADWAHKUALATUNGKAL,"KAB. TANJUNG JABUNG BARAT - JAMBI, ID",3952,213423,6,7,1056,1701
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Amal Bakti,STKIPAMALBAKTI06,"KOTA MEDAN - SUMATERA UTARA, ID",8244283,013205,2,12,1055,1653
Universitas Tangerang Raya,UNTARA,"KAB. TANGERANG - BANTEN, ID",8244501,041085,16,25,1055,1674
Institut Agama Islam Miftahul Ulum Pamekasan,IAI-MU,"KAB. PAMEKASAN - JAWA TIMUR, ID",3791,212102,6,35,1052,2491
Kementerian Komunikasi dan Informatika,KOMINFO,"KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",8115,0,0,20,1047,4056
Universitas Binaniaga Indonesia,UNBIN,"KOTA BOGOR - JAWA BARAT, ID",1491,041081,7,46,1047,2164
STIKES Tengku Maharatu,-,"KOTA PEKANBARU - RIAU, ID",2991,103086,4,28,1037,1683
STMIK Widuri,-,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1205,033140,2,13,1037,1401
STKIP PGRI Lumajang,STKIPPGRILUMAJANG,"KAB. LUMAJANG - JAWA TIMUR, ID",2160,073033,2,17,1037,1922
STK St. Yakobus Merauke,STKST.YAKOBUS,"KAB. MERAUKE - P A P U A, ID",4298,273006,1,12,1036,1587
Institut Ilmu Kesehatan dan Teknologi Muhammadiyah Palembang,IKESTMP,"KOTA PALEMBANG - SUMATERA SELATAN, ID",943,022005,11,56,1034,1789
Universitas W R Supratman,UNIPRASURABAYA,"KOTA SURABAYA - JAWA TIMUR, ID",2045,071014,8,39,1032,4246
Universitas Sutomo,UNSUTSERANG,"KOTA SERANG - BANTEN, ID",8244474,041088,13,61,1031,1868
Universitas Citra Bangsa,UCB,"KOTA KUPANG - NUSA TENGGARA TIMUR, ID",2458,151015,11,59,1028,2415
Politeknik Enjinering Indorama,-,"KAB. PURWAKARTA - JAWA BARAT, ID",1865,045042,6,25,1027,2392
Sekolah Tinggi Ilmu Ekonomi PGRI Sukabumi,STIEPGRISUKABUMI,"KOTA SUKABUMI - JAWA BARAT, ID",1502,043084,2,35,1023,1242
Sekolah Tinggi Teknik Baramuli,-,"KAB. PINRANG - SULAWESI SELATAN, ID",2666,093101,3,10,1023,1223
Sekolah Tinggi Ekonomi dan Bisnis Islam Lampung,-,"KAB. PESAWARAN - LAMPUNG, ID",8249,213606,2,17,1022,1320
Sekolah Tinggi Ilmu Ekonomi Banten,STIEBANTEN,"KOTA SERANG - BANTEN, ID",1630,043266,2,32,1022,4580
Sekolah Tinggi Ilmu Kesehatan Indonesia Jaya,STIKINDONESIAJAYA,"KOTA PALU - SULAWESI TENGAH, ID",2653,163021,3,34,1018,1515
Universitas Bina Taruna Gorontalo,UNBITA,"KOTA GORONTALO - GORONTALO, ID",8244483,161025,6,62,1017,1739
STAIN Sultan Abdurrahman Kepulauan Riau,STAINSARKEPRI,"KAB. BINTAN - KEPULAUAN RIAU, ID",8268,203038,12,80,1015,1932
STMIK Dumai,-,"KOTA DUMAI - RIAU, ID",2984,103079,2,22,1014,1928
Universitas Mpu Tantular,UMT,"KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",1072,031024,14,31,1013,1671
Sekolah Tinggi Ilmu Tarbiyah Al-Hilal Sigli,STITAL-HILALSIGLI,"KAB. PIDIE - ACEH, ID",3852,213288,3,14,1011,1270
Sekolah Tinggi Ilmu Kesehatan Kuningan,STIKKU,"KAB. KUNINGAN - JAWA BARAT, ID",1648,043288,7,62,1009,2749
Universitas Muhammadiyah Kotabumi,UMKO,"KAB. LAMPUNG UTARA - LAMPUNG, ID",8244008,021035,12,61,1008,1593
STKIP Muhammadiyah Aceh Tengah,STKIPMAT,"KAB. ACEH TENGAH - ACEH, ID",3382,133020,2,6,1006,12326
STAI Nahdlatul Wathan Samawa Sumbawa Besar NTB,STAINWSAMAWA,"KAB. SUMBAWA - NUSA TENGGARA BARAT, ID",3797,213230,2,10,1004,1362
Sekolah Tinggi Ilmu Hukum Padang,STIHPADANG,"KOTA PADANG - SUMATERA BARAT, ID",2950,103040,1,7,1003,5719
Politeknik STIA LAN Bandung,POLITEKNIKSTIALANBANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",4485,495002,4,46,1002,3293
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Candradimuka,STISIPOLCANDRADIMUKA,"KOTA PALEMBANG - SUMATERA SELATAN, ID",866,023005,6,50,1000,1886
Institut Desain dan Bisnis Bali,IDBBALI,"KOTA DENPASAR - BALI, ID",8244321,082015,6,52,997,1876
Pertamina,PERTAMINA,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",8244243,999,0,10,996,1278
Akademi Keperawatan Dharma Wacana,AKDW,"KOTA METRO - LAMPUNG, ID",1008,024101,1,13,988,1546
Sekolah Tinggi Agama Buddha Dharma Widya,-,"KOTA TANGERANG - BANTEN, ID",4316,293002,1,6,986,1313
Politeknik Teknologi Kimia Industri,-,"KOTA MEDAN - SUMATERA UTARA, ID",4467,435001,3,50,982,1766
Sekolah Tinggi Ilmu Ekonomi Sabang,STIESBANDAACEH,"KOTA BANDA ACEH - ACEH, ID",3365,133003,2,27,981,1860
STMIK Widya Pratama,-,"KOTA PEKALONGAN - JAWA TENGAH, ID",2000,063043,4,54,980,3830
INSTITUT TEKNOLOGI DAN PENDIDIKAN MARKANDEYA BALI,ITPMARKANDEYABALI,"KAB. BANGLI - BALI, ID",2460,083063,0,24,979,2302
Institut Agama Islam As'adiyah Sengkang,INSTITUTAGAMAISLAMAS'ADIYAHSENGKANG,"KAB. WAJO - SULAWESI SELATAN, ID",3893,212071,6,23,975,1941
Politeknik Sukabumi,-,"KOTA SUKABUMI - JAWA BARAT, ID",1848,045020,5,21,974,1181
STIA Bina Banua Banjarmasin,STIABINABANUABJM,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3156,113002,3,21,973,1959
Sekolah Tinggi Ilmu Ekonomi Riau,STIERIAU,"KOTA PEKANBARU - RIAU, ID",2943,103032,4,39,971,2920
Politeknik Kesehatan Kementerian Kesehatan Banten,POLTEKKESBANTEN,"KOTA SERANG - BANTEN, ID",4444,405033,5,59,969,1651
Sekolah Tinggi Teknologi Yupentek,-,"KOTA TANGERANG - BANTEN, ID",1468,043028,3,2,966,1056
Akademi Maritim Cirebon,AMC,"KOTA CIREBON - JAWA BARAT, ID",1718,044052,3,18,965,1366
AMIK Indonesia,AMIKI,"KOTA BANDA ACEH - ACEH, ID",3409,134006,1,20,964,1589
Sekolah Tinggi Ilmu Kesehatan YPIB,STIKESYPIBMAJALENGKA,"KAB. MAJALENGKA - JAWA BARAT, ID",1626,043261,4,28,964,1741
Politeknik Sahid,POLTEKSAHID,"KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",1199,035016,7,45,962,2185
STIKES Hutama Abdi Husada Tulungagung,STIKESTULUNGAGUNG,"KAB. TULUNGAGUNG - JAWA TIMUR, ID",2259,073159,5,31,962,2090
Institut Agama Kristen Negeri Toraja,IAKNTORAJA,"KAB. TANA TORAJA - SULAWESI SELATAN, ID",4065,223007,11,39,961,1570
Universitas Nahdlatul Ulama Kalimantan Barat,UNUKALBAR,"KAB. KUBU RAYA - KALIMANTAN BARAT, ID",3151,111022,10,57,961,1306
Sekolah Tinggi Ilmu Ekonomi Enam Enam Kendari,-,"KOTA KENDARI - SULAWESI TENGGARA, ID",2630,093060,3,51,958,2025
Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) Muhammadiyah Sungai Penuh,STKIPMSUNGAIPENUH,"KOTA SUNGAI PENUH - JAMBI, ID",2937,103022,6,48,956,1279
STIKS Tamalanrea Makassar,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2614,093044,1,9,956,2202
STISIP Imam Bonjol,STISIPIMAMBONJOL,"KOTA PADANG - SUMATERA BARAT, ID",2930,103015,2,16,956,1419
STMIK Bina Patria,THEWAYTOSUCCESS,"KOTA MAGELANG - JAWA TENGAH, ID",311,063021,3,24,956,3551
AMIK Jakarta Teknologi Cipta,AMIKJTC,"KOTA SEMARANG - JAWA TENGAH, ID",208,064066,2,12,950,2322
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Melawi,-,"KAB. MELAWI - KALIMANTAN BARAT, ID",3212,113067,4,43,946,1974
Institut Agama Islam Tazkia,IAITAZKIA,"KOTA BOGOR - JAWA BARAT, ID",3751,213178,8,20,946,1925
Sekolah Tinggi Ilmu Ekonomi YAPAN,STIEYAPAN,"KOTA SURABAYA - JAWA TIMUR, ID",2219,073114,3,28,944,1990
Institut Kesehatan Sumatera Utara,INKESSUMUT,"KOTA MEDAN - SUMATERA UTARA, ID",673,012013,8,43,944,1580
Institut Teknologi Medan,ITM,"KOTA MEDAN - SUMATERA UTARA, ID",612,012003,0,43,944,6881
Institut Sains dan Kesehatan Bone,ISKB,"KAB. BONE - SULAWESI SELATAN, ID",2844,092014,7,19,937,1693
Institut Teknologi Telkom Jakarta,ITTELKOM,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",4579,032028,4,30,936,2393
Politeknik Kelapa Sawit Citra Widya Edukasi,-,"KAB. BEKASI - JAWA BARAT, ID",1858,045032,5,20,935,1825
Sekolah Tinggi Pariwisata Bogor,-,"KOTA BOGOR - JAWA BARAT, ID",1676,043319,4,30,933,4017
Universitas Selamat Sri,UNISS,"KAB. KENDAL - JAWA TENGAH, ID",8111,061043,12,97,933,1327
Politeknik Penerbangan Palembang,POLTEKBANGPALEMBANG,"KOTA PALEMBANG - SUMATERA SELATAN, ID",8244299,425019,3,22,930,1175
STIKES Patria Husada,STIKESPHB,"KOTA BLITAR - JAWA TIMUR, ID",2238,073135,5,19,926,3304
Politeknik Keselamatan Transportasi Jalan,PKTJ,"KOTA TEGAL - JAWA TENGAH, ID",299,425006,3,43,926,1552
Sekolah Tinggi Teologi Kharisma Bandung,STTKHARISMABANDUNG,"KOTA BANDUNG - JAWA BARAT, ID",4073,233008,3,17,925,1466
Institut Agama Islam Sultan Muhammad Syafiuddin Sambas,-,"KAB. SAMBAS - KALIMANTAN BARAT, ID",4817,212047,15,83,925,1543
Universitas Efarina,UNEFA,"KAB. SIMALUNGUN - SUMATERA UTARA, ID",608,011044,15,68,924,1853
Universitas Sintuwu Maroso Poso,UNSIMAR,"KAB. POSO - SULAWESI TENGAH, ID",2538,161004,8,102,924,2121
Sekolah Tinggi Ilmu Kesehatan Kesdam IV Diponegoro,STIKESKESDAMIV/DIP,"KOTA SEMARANG - JAWA TENGAH, ID",328,063125,2,12,920,1617
AKADEMI KEPERAWATAN RUMAH SAKIT DUSTIRA,AKPERRSDUSTIRA,"KOTA CIMAHI - JAWA BARAT, ID",1769,044154,1,20,919,1540
Balai Pengkajian Teknologi Pertanian Jawa Tengah,BPTPJATENG,"- - -, ID",81,0,0,9,918,3543
Sekolah Tinggi Teknik Wiworotomo,STTWIWOROTOMO,"KAB. BANYUMAS - JAWA TENGAH, ID",167,063044,4,20,914,1763
Sekolah Tinggi Ilmu Kesehatan Bani Saleh,-,"KOTA BEKASI - JAWA BARAT, ID",1654,043295,5,28,910,1568
Institut Bisnis Muhammadiyah Bekasi,IBMB,"KOTA BEKASI - JAWA BARAT, ID",1455,042010,6,43,908,1885
Universitas Cordova,UNDOVA,"KAB. SUMBAWA BARAT - NUSA TENGGARA BARAT, ID",2388,081028,10,65,907,3646
SEKOLAH TINGGI ILMU KESEHATAN SAMARINDA,STIKSAM,"KOTA SAMARINDA - KALIMANTAN TIMUR, ID",3256,113095,2,17,907,2689
Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin,STIEINDONESIABANJARMASIN,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3155,113001,3,40,906,1862
Politeknik Hasnur,-,"KAB. BARITO KUALA - KALIMANTAN SELATAN, ID",3304,115014,4,21,906,1593
Institut Agama Islam Sunan Giri (INSURI) Ponorogo,INSURIPONOROGO,"KAB. PONOROGO - JAWA TIMUR, ID",3571,212011,9,44,904,1533
Sekolah Tinggi Ilmu Kesehatan Sapta Bakti,SEKOLAHTINGGIILMUKESEHATANSAPTABAKTI,"KOTA BENGKULU - BENGKULU, ID",1031,023140,6,25,904,1584
STAI Sabili Bandung,-,"KOTA BANDUNG - JAWA BARAT, ID",3705,213129,5,6,903,1030
STKIP Agama Hindu Amlapura,-,"KAB. KARANGASEM - BALI, ID",2407,083006,4,17,902,1421
Sekolah Tinggi Ilmu Kesehatan Kesdam IX/Udayana,STIKESKESDAMIX/UDAYANA,"KOTA DENPASAR - BALI, ID",2515,084039,0,19,902,1511
Institut Teknologi dan Sains Nahdlatul Ulama Pasuruan,ITSNUPASURUAN,"KAB. PASURUAN - JAWA TIMUR, ID",8139,072018,7,43,900,1712
Institut Pesantren KH. Abdul Chalim Pacet Mojokerto,-,"KAB. MOJOKERTO - JAWA TIMUR, ID",3596,212050,13,61,892,2026
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,STIKSITIKHADIJAH,"KOTA PALEMBANG - SUMATERA SELATAN, ID",937,023097,5,51,889,1559
Akademi Maritim Nusantara Cilacap,AMNCILACAP,"KAB. CILACAP - JAWA TENGAH, ID",249,064018,3,17,886,1531
Institut Ilmu Sosial dan Bisnis Andi Sapada,INSTITUTANDISAPADA,"KOTA PARE PARE - SULAWESI SELATAN, ID",8244464,092020,6,50,882,1553
"STAI Al-Haudl Ketapang, Kalimantan Barat",-,"KAB. KETAPANG - KALIMANTAN BARAT, ID",3933,213400,1,3,880,990
Sekolah Tinggi Ilmu Kesehatan Adila,STIKESADILA,"KOTA BANDAR LAMPUNG - LAMPUNG, ID",1011,023135,3,21,879,1169
Politeknik Ganesa Guru,POLTEKG2,"KOTA DENPASAR - BALI, ID",2522,085003,3,17,879,1399
Institut Agama Islam DDI Polewali Mandar,IAIDDIPOLMAN,"KAB. POLEWALI MANDAR - SULAWESI BARAT, ID",3899,212034,10,54,867,1439
Politeknik Kesehatan Muhammadiyah Makassar,POLTEKKESMUMAKASSAR,"KOTA MAKASSAR - SULAWESI SELATAN, ID",8266,095011,4,41,867,1833
Institut Sains Dan Teknologi Al-Kamal,ISTA,"KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",1112,032008,8,44,866,4205
Sekolah Tinggi Teknik Lingkungan Mataram,STTLMATARAM,"KOTA MATARAM - NUSA TENGGARA BARAT, ID",2443,083045,2,17,861,1591
Institut Agama Islam Ibrahimy Genteng Banyuwangi,-,"KAB. BANYUWANGI - JAWA TIMUR, ID",3597,212055,7,60,856,1497
Universitas Kristen Immanuel,UKRIM,"KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",1875,051010,10,49,853,4063
Universitas Nurdin Hamzah,UNH,"KOTA JAMBI - JAMBI, ID",2941,101036,5,49,853,1494
AMIK Citra Buana Indonesia,-,"KOTA SUKABUMI - JAWA BARAT, ID",1744,044108,2,27,852,885
STIMI Banjarmasin,-,"KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",3157,113003,0,26,850,1238
Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi,STIFIBP,"KOTA PALEMBANG - SUMATERA SELATAN, ID",926,023083,2,29,849,2084
Politeknik Pertanian dan Peternakan Mapena,POLTANAMAPENA,"KAB. TUBAN - JAWA TIMUR, ID",2361,075014,3,15,839,1333
Sekolah Tinggi Ilmu Ekonomi Totalwin,-,"KOTA SEMARANG - JAWA TENGAH, ID",304,063026,3,21,838,1785
Sekolah Tinggi Ilmu Kesehatan Mega Rezky,-,"KOTA MAKASSAR - SULAWESI SELATAN, ID",2705,093145,14,0,838,1195
Politeknik Unggul LP3M,POLTEKULP3M,"KOTA MEDAN - SUMATERA UTARA, ID",468,015003,6,38,835,2479
