Affiliations,Level,Department,Authors,Code ,Score 3 Yr,Score Overall
Universitas Indonesia,S1,Ilmu Komputer,16,55201,6627,21342
Universitas Indonesia,S2,Ilmu Lingkungan,6,95129,6249,9585
Universitas Indonesia,S2,Teknik Kimia,6,24101,6206,18111
Universitas Indonesia,S2,Teknik Elektro,5,20101,6204,14506
Universitas Indonesia,S2,Ilmu Kesehatan Masyarakat,19,13101,5803,13710
Universitas Indonesia,S3,Ilmu Gizi,7,13011,5780,26453
Universitas Indonesia,S2,Ilmu Kedokteran Gigi Dasar,9,12102,5713,17273
Universitas Indonesia,S2,Teknik Industri,5,26101,5695,11721
Universitas Indonesia,S2,Teknik Sistem Energi,6,21104,5519,15927
Universitas Indonesia,S1,Statistika,8,49201,5517,8111
Universitas Indonesia,S2,Teknik Sipil,8,22101,5354,15449
Universitas Indonesia,S3,Teknik Kimia,6,24001,5195,20119
Universitas Indonesia,S1,Biologi,16,46201,5153,8353
Universitas Indonesia,S3,Ilmu Lingkungan,6,95029,5015,8649
Universitas Indonesia,S1,Teknik Sipil,16,22201,4960,10601
Universitas Indonesia,S3,Teknik Metalurgi Dan Material,4,27001,4906,15428
Universitas Indonesia,S3,Ilmu Keperawatan,7,14001,4839,9051
Universitas Indonesia,S2,Ilmu Kefarmasian,6,48101,4811,15588
Universitas Indonesia,S3,Ilmu Farmasi,6,48001,4748,14403
Universitas Indonesia,S2,Teknologi Biomedis,6,11123,4745,17827
Universitas Indonesia,S2,Kedokteran Kerja,6,11108,4649,16753
Universitas Indonesia,Sp1,Ilmu Kesehatan Anak,31,11711,4474,11698
Universitas Indonesia,S3,Ilmu Kedokteran Gigi,6,12001,4456,13158
Universitas Indonesia,Sp2,Anestesiologi dan Terapi Intensif,8,11807,4447,7423
Universitas Indonesia,Sp1,Urologi,9,11713,4435,19331
Universitas Indonesia,Sp1,Ilmu Penyakit Mata,20,11701,4371,15865
Universitas Indonesia,S1,Kesehatan Masyarakat,28,13201,4323,16090
Universitas Indonesia,S1,Ilmu Aktuaria,8,94203,4313,8229
Universitas Indonesia,S2,Fisika Medis,5,45103,4306,11740
Universitas Indonesia,S2,Herbal,5,48104,4133,11682
Universitas Indonesia,S1,Fisika,13,45201,4092,14214
Universitas Indonesia,Sp1,Radiologi,13,11723,4049,6578
Universitas Indonesia,S3,Ilmu Kedokteran,9,11001,3976,18320
Universitas Indonesia,S1,Teknik Lingkungan,7,25201,3948,8878
Universitas Indonesia,S2,Ilmu Manajemen,12,61101,3888,9712
Universitas Indonesia,S2,Ilmu Ekonomi,15,60101,3876,6988
Universitas Indonesia,S2,Teknik Metalurgi dan Material,7,27101,3769,13263
Universitas Indonesia,S1,Matematika,13,44201,3719,7471
Universitas Indonesia,Sp1,Ilmu Bedah Ortopaedi,11,11712,3655,7762
Universitas Indonesia,S1,Ilmu Keperawatan,21,14201,3643,5311
Universitas Indonesia,S2,Kajian Administrasi Rumah Sakit,12,13161,3639,7066
Universitas Indonesia,S2,Pendidikan Kedokteran,5,11109,3576,11579
Universitas Indonesia,Sp1,Ilmu Penyakit Syaraf,14,11703,3575,6187
Universitas Indonesia,Sp2,Ilmu Kesehatan Anak,8,11733,3547,11909
Universitas Indonesia,S2,Keselamatan dan Kesehatan Kerja,9,13141,3531,9681
Universitas Indonesia,S1,Teknik Biomedik,7,11410,3487,10359
Universitas Indonesia,Sp1,Kedokteran Keluarga Layanan Primer,1,11730,3459,29503
Universitas Indonesia,Sp2,Kedokteran Jiwa Sp II,4,11810,3441,6742
Universitas Indonesia,S1,Geofisika,7,33201,3282,8945
Universitas Indonesia,S2,Ilmu Kedokteran Gigi Komunitas,7,12103,3226,7997
Universitas Indonesia,S2,Manajemen Integritas Material,6,28102,3217,9862
Universitas Indonesia,S2,Ilmu Komputer,8,57101,3152,12348
Universitas Indonesia,S1,Farmasi,17,48201,3121,6901
Universitas Indonesia,Sp1,Ilmu Kedokteran Olahraga,6,11722,3097,5509
Universitas Indonesia,S2,Ilmu Akuntansi,6,62101,3096,5804
Universitas Indonesia,S2,Teknik Lingkungan,6,25002,3048,7244
Universitas Indonesia,Sp1,Mikrobiologi Klinik,13,11725,3037,8588
Universitas Indonesia,S3,Arsitektur,6,23001,3035,6100
Universitas Indonesia,S1,Arsitektur,9,23201,3033,4883
Universitas Indonesia,Sp1,Kedokteran Okupasi,6,11727,3030,10742
Universitas Indonesia,S2,Ilmu Komunikasi,7,70101,3017,4326
Universitas Indonesia,S3,Ilmu Manajemen,8,61001,2856,6411
Universitas Indonesia,S2,Arsitektur,5,23101,2849,4324
Universitas Indonesia,Sp1,Ners Spesialis Keperawatan Maternitas,5,11745,2823,5111
Universitas Indonesia,Sp1,Periodonsia,8,12705,2819,6417
Universitas Indonesia,Sp1,Ners Spesialis Keperawatan Jiwa,5,11742,2732,5244
Universitas Indonesia,S1,Teknik Komputer,7,56201,2687,7543
Universitas Indonesia,S1,Teknik Metalurgi dan Material,10,27201,2650,9631
Universitas Indonesia,S1,Pendidikan Dokter Gigi,27,12201,2442,9852
Universitas Indonesia,S1,Akuntansi,51,62201,2405,5086
Universitas Indonesia,Sp1,Ilmu Patologi Anatomi,10,11718,2376,9350
Universitas Indonesia,Sp2,Orthopaedi dan Traumatologi,2,11736,2371,5158
Universitas Indonesia,Sp1,Ilmu Konservasi Gigi,10,12703,2355,4471
Universitas Indonesia,S2,Kajian Kependudukan & Ketenagaan Kerja,7,95102,2336,3423
Universitas Indonesia,S1,Psikologi,53,73201,2281,4726
Universitas Indonesia,S3,Ilmu Ekonomi,11,60001,2279,10400
Universitas Indonesia,S2,Perencanaan Wilayah dan Kota,4,35103,2250,4590
Universitas Indonesia,S1,Manajemen,43,61201,2238,3415
Universitas Indonesia,Sp1,Ilmu Gizi Klinik,8,13701,2091,3670
Universitas Indonesia,S2,Psikologi,14,73101,2080,7681
Universitas Indonesia,S1,Kesehatan Lingkungan,7,13251,2064,3488
Universitas Indonesia,Sp1,Ilmu Penyakit Kulit Dan Kelamin,12,11704,2044,3718
Universitas Indonesia,S3,Ilmu Kesehatan Masyarakat,9,13001,2043,12671
Universitas Indonesia,S1,Bisnis Islam,8,60203,2043,4191
Universitas Indonesia,S2,Kajian Pengembangan Perkotaan,5,95125,2043,3686
Universitas Indonesia,Pro,Profesi Apoteker,12,48901,2028,6482
Universitas Indonesia,S3,Ilmu Psikologi,9,73001,2024,5487
Universitas Indonesia,Sp1,Ilmu Bedah,11,11707,2004,4462
Universitas Indonesia,Sp1,Parasitologi Klinik,5,11743,1999,9718
Universitas Indonesia,Sp1,Prostodonsia,9,12707,1968,5708
Universitas Indonesia,Sp1,Psikiatri,9,11724,1965,4021
Universitas Indonesia,S2,Ilmu Administrasi,15,63101,1869,3444
Universitas Indonesia,S2,Psikologi Terapan,5,73104,1822,2664
Universitas Indonesia,S3,Ilmu Akuntansi,6,62001,1807,6845
Universitas Indonesia,Sp1,"Ilmu Kesehatan Telinga Hidung Tenggorok, Bedah Kep",10,12708,1779,4477
Universitas Indonesia,S2,Epidemiologi,8,13121,1730,6802
Universitas Indonesia,Sp1,Ilmu Bedah Plastik,7,11714,1724,3924
Universitas Indonesia,Sp1,Ners Spesialis Keperawatan Medikal Bedah,6,11740,1614,2038
Universitas Indonesia,S1,Ilmu Administrasi Fiskal,15,63221,1579,2960
Universitas Indonesia,S2,Perencanaan Dan Kebijakan Publik,19,63102,1573,3422
Universitas Indonesia,Sp1,Ilmu Patologi Klinik,12,11719,1569,5253
Universitas Indonesia,Sp1,Ilmu Penyakit Mulut,5,12702,1547,3659
Universitas Indonesia,Sp1,Onkologi Radiasi,5,11738,1516,3304
Universitas Indonesia,Sp1,Farmakologi Klinik,5,11726,1428,9547
Universitas Indonesia,S2,Magister Akuntansi,15,62103,1420,2342
Universitas Indonesia,S2,Kenotariatan,38,74102,1395,2049
Universitas Indonesia,Sp1,Ners Spesialis Keperawatan Komunitas,6,11746,1357,2055
Universitas Indonesia,S1,Geologi,6,34201,1319,1944
Universitas Indonesia,Sp2,Ilmu Bedah,8,11732,1296,2877
Universitas Indonesia,Sp1,Ilmu Bedah Mulut,7,12701,1262,3436
Universitas Indonesia,Sp1,Ortodonsia,8,12706,1209,3308
Universitas Indonesia,S2,Psikologi Profesi,10,73103,1208,1848
Universitas Indonesia,Sp1,Ners Spesialis Keperawatan Anak,6,11741,1171,2257
Universitas Indonesia,S2,Kajian Ketahanan Nasional,6,95128,1148,1413
Universitas Indonesia,S3,Epidemiologi,7,13021,1132,4192
Universitas Indonesia,S1,Keselamatan dan Kesehatan Kerja,8,13241,1094,5395
Universitas Indonesia,Sp1,Ilmu Kesehatan Gigi Anak,6,12704,1068,2846
Universitas Indonesia,S1,Arsitektur Interior,6,90221,1067,1377
Universitas Indonesia,S1,Ekonomi Islam,9,60202,999,2127
Universitas Indonesia,Sp1,Bedah Torak Kardiovaskuler,10,11731,996,1787
Universitas Indonesia,Sp1,Akupunktur Medik,7,11744,943,3174
Universitas Indonesia,Sp1,Ilmu Anestesi,8,11706,924,1652
Universitas Indonesia,S2,Kriminologi,6,66101,906,1417
Universitas Indonesia,S2,Kajian Wilayah Eropa,5,95123,904,1436
Universitas Indonesia,S1,Ilmu Hukum,68,74201,895,1581
Universitas Indonesia,S2,Ilmu Sejarah,6,80101,883,1161
Universitas Indonesia,S3,Ilmu Antropologi,7,82001,878,4372
Universitas Indonesia,Sp1,Ilmu Bedah Saraf,8,11729,873,1332
Universitas Indonesia,Pro,Profesi Arsitek,6,23901,854,1495
Universitas Indonesia,S3,Ilmu Administrasi,7,63001,844,1623
Universitas Indonesia,S1,Ilmu Ekonomi,30,60201,841,2791
Universitas Indonesia,Sp1,Rehabilitasi Medik,9,11721,838,2597
Universitas Indonesia,Sp1,Radiologi Kedokteran Gigi,5,11750,757,2521
Universitas Indonesia,Pro,Profesi Dokter Gigi,12,12901,732,1504
Universitas Indonesia,S2,Manajemen Bencana,2,22106,645,1578
Universitas Indonesia,S2,Ilmu Linguistik,9,79102,622,898
Universitas Indonesia,S2,Ilmu Perpustakaan,8,71101,587,1167
Universitas Indonesia,S1,Ilmu Perpustakaan,8,71201,573,1186
Universitas Indonesia,S1,Sastra Indonesia,14,79201,570,768
Universitas Indonesia,S2,Kajian Gender,5,95126,561,1281
Universitas Indonesia,S1,Sastra Perancis,9,79205,534,885
Universitas Indonesia,Pro,Profesi Ners,6,14901,523,763
Universitas Indonesia,D3,Hubungan Masyarakat,6,70401,489,713
Universitas Indonesia,S3,Ilmu Sosiologi,8,69001,486,1837
Universitas Indonesia,S3,Ilmu Sejarah,7,80001,461,571
Universitas Indonesia,S2,Ilmu Kesejahteraan Sosial,5,72101,441,969
Universitas Indonesia,S1,Ilmu Hubungan Internasional,10,64201,419,1122
Universitas Indonesia,S3,Ilmu Hukum,12,74001,370,1207
Universitas Indonesia,S1,Gizi,8,13211,359,1826
Universitas Indonesia,Sp1,Ilmu Kedokteran Forensik,8,11710,358,1128
Universitas Indonesia,S3,Ilmu Susastra,6,79001,354,570
Universitas Indonesia,S1,Sosiologi,18,69201,343,885
Universitas Indonesia,S1,Ilmu Politik,14,67201,341,847
Universitas Indonesia,S3,Ilmu Kesejahteraan Sosial,5,72001,339,429
Universitas Indonesia,D3,Administrasi Asuransi & Aktuaria,5,94409,334,419
Universitas Indonesia,D3,Fisioterapi,4,11401,318,377
Universitas Indonesia,S2,Ilmu Politik,8,67101,313,643
Universitas Indonesia,S1,Ilmu Sejarah,9,80201,312,312
Universitas Indonesia,S2,Ilmu Hubungan Internasional,8,64101,312,842
Universitas Indonesia,S2,Kajian Ilmu Kepolisian,3,95120,310,1567
Universitas Indonesia,S1,Ilmu Filsafat,7,75201,283,283
Universitas Indonesia,Pro,Profesi Akuntan,6,62901,282,307
Universitas Indonesia,S3,Ilmu Komunikasi,7,70001,273,705
Universitas Indonesia,S1,Sastra Jepang,12,79204,267,466
Universitas Indonesia,D3,Akuntansi,6,62401,262,582
Universitas Indonesia,S1,Ilmu Administrasi Negara,16,63201,256,585
Universitas Indonesia,D4,Bisnis Kreatif,2,93313,253,332
Universitas Indonesia,S1,Sastra Jawa,10,79211,241,566
Universitas Indonesia,S1,Sastra Inggris,15,79202,234,491
Universitas Indonesia,S1,Ilmu Administrasi Niaga,13,63211,233,738
Universitas Indonesia,S3,Ilmu Linguistik,8,79002,230,230
Universitas Indonesia,S2,Asia Tenggara,7,96101,229,336
Universitas Indonesia,S3,Ilmu Filsafat,7,75001,228,1124
Universitas Indonesia,S2,Ilmu Hukum,8,74101,199,348
Universitas Indonesia,D4,Manajemen Bisnis Pariwisata,4,93310,190,397
Universitas Indonesia,S2,Ilmu Filsafat,7,75101,188,277
Universitas Indonesia,D3,Periklanan Kreatif,5,70404,178,418
Universitas Indonesia,S2,Kajian Wilayah Timur Tengah Islam,4,95124,165,1160
Universitas Indonesia,S1,Antropologi Sosial,7,82201,148,428
Universitas Indonesia,D4,Fisioterapi,4,11301,147,187
Universitas Indonesia,D3,Administrasi Perpajakan,5,63421,146,226
Universitas Indonesia,S2,Asia Timur,5,96102,144,196
Universitas Indonesia,Sp1,Kedokteran Penerbangan,6,11739,141,424
Universitas Indonesia,S1,Sastra Belanda,10,79208,123,123
Universitas Indonesia,S2,Kajian Wilayah Jepang,3,95122,119,119
Universitas Indonesia,S3,Arkeologi,6,81001,111,151
Universitas Indonesia,S2,Kajian Terorisme,7,95165,108,566
Universitas Indonesia,S1,Kriminologi,9,66201,107,117
Universitas Indonesia,S2,Ilmu Susastra,8,79101,105,233
Universitas Indonesia,S2,Sosiologi,9,69101,103,699
Universitas Indonesia,S1,Sastra Rusia,11,79207,100,110
Universitas Indonesia,S3,Kriminologi,5,66001,99,487
Universitas Indonesia,S3,Ilmu Politik,5,67001,92,142
Universitas Indonesia,D3,Okupasi Terapi,4,11403,82,102
Universitas Indonesia,S1,Sastra Arab,7,79203,66,66
Universitas Indonesia,S1,Bahasa Dan Kebudayaan Korea,6,79210,65,65
Universitas Indonesia,S2,Ilmu Antropologi,5,82101,63,196
Universitas Indonesia,S2,Arkeologi,5,81101,59,132
Universitas Indonesia,S1,Ilmu Kesejahteraan Sosial,9,72201,56,224
Universitas Indonesia,D4,Terapi Okupasi,2,11303,54,54
Universitas Indonesia,D3,Administrasi Keuangan Dan Perbankan,6,61406,48,48
Universitas Indonesia,D3,Pariwisata,5,93401,41,71
Universitas Indonesia,S1,Sastra Cina,10,79209,40,40
Universitas Indonesia,D3,Manajemen Rekod dan Arsip,4,71402,39,119
Universitas Indonesia,S1,Sastra Jerman,7,79206,34,34
Universitas Indonesia,S1,Arkeologi,6,81201,32,186
Universitas Indonesia,D3,Administrasi Rumah Sakit,5,13461,29,99
Universitas Indonesia,D4,Manajemen Rekod dan Arsip,3,71302,29,49
Universitas Indonesia,D3,Administrasi Perkantoran,3,63411,25,25
Universitas Indonesia,D3,Penyiaran Multimedia,4,70405,24,24
Universitas Indonesia,D4,Produksi Media,3,90347,18,62
Universitas Indonesia,S1,Ilmu Komunikasi,12,70201,17,58
Universitas Indonesia,S2,Kajian Wilayah Amerika,2,95121,5,5
Universitas Indonesia,S3,Kajian Stratejik dan Global,2,62701,3,28
Universitas Indonesia,Sp1,Ilmu Kebidanan Dan Penyakit Kandungan,1,11708,3,3
Universitas Indonesia,S2,Kedokteran Klinis,0,11103,0,0
Universitas Indonesia,Sp1,Ilmu Penyakit Tht,1,11705,0,0
Institut Pertanian Bogor,S3,Pengelolaan Sumberdaya Pesisir Dan Lautan,7,54045,13365,26488
Institut Pertanian Bogor,S1,Nutrisi dan Teknologi Pakan,15,54239,10644,30117
Institut Pertanian Bogor,S1,Fisika,15,45201,10176,30064
Institut Pertanian Bogor,S2,Pemuliaan Dan Bioteknologi Tanaman,9,54107,9523,25503
Institut Pertanian Bogor,S2,Pengelolaan Sumberdaya Perairan,6,54144,8589,16446
Institut Pertanian Bogor,S3,Teknologi Hasil Perairan,6,54047,8511,17665
Institut Pertanian Bogor,S2,Pengelolaan Sumberdaya Pesisir Dan Lautan,7,54145,7752,14060
Institut Pertanian Bogor,S3,Ilmu Pangan,7,41021,7710,32686
Institut Pertanian Bogor,S2,Kimia,9,47102,7526,17955
Institut Pertanian Bogor,S3,Ilmu Kelautan,5,54041,7466,18720
Institut Pertanian Bogor,S1,Teknik Industri Pertanian,14,41211,7356,15902
Institut Pertanian Bogor,S2,Teknik Industri Pertanian,9,41111,7102,21512
Institut Pertanian Bogor,S1,Ilmu Gizi,14,13211,7077,16075
Institut Pertanian Bogor,S1,Teknologi Dan Manajemen Perikanan Budidaya,13,54243,7045,17199
Institut Pertanian Bogor,S3,Ilmu Pengelolaan Sumberdaya Alam Dan Lingkungan,8,95001,6946,20403
Institut Pertanian Bogor,S2,Ilmu Pangan,8,41121,6893,27139
Institut Pertanian Bogor,S1,Teknologi Pangan,16,41221,6864,19022
Institut Pertanian Bogor,S3,Ilmu dan Teknologi Hasil Hutan,7,54052,6806,26968
Institut Pertanian Bogor,S2,Teknologi Hasil Perairan,5,54147,6724,18009
Institut Pertanian Bogor,S2,Teknologi Pangan,8,41122,6682,21984
Institut Pertanian Bogor,S3,Konservasi Biodiversitas Tropika,6,54053,6658,14752
Institut Pertanian Bogor,Pro,Program Profesi Insinyur,5,23902,6637,19354
Institut Pertanian Bogor,S3,Entomologi,7,54065,6369,24801
Institut Pertanian Bogor,S3,Ilmu Akuakultur,7,54043,6321,19178
Institut Pertanian Bogor,S1,Kedokteran Hewan,24,54261,6226,16934
Institut Pertanian Bogor,S1,Manajemen Sumberdaya Perairan,9,54242,6136,14570
Institut Pertanian Bogor,S3,Ilmu Produksi Dan Teknologi Peternakan,10,54033,6050,20990
Institut Pertanian Bogor,S2,Ilmu Dan Teknologi Hasil Hutan,6,54152,5976,19643
Institut Pertanian Bogor,S3,Pemuliaan Dan Bioteknologi Tanaman,6,54007,5760,16429
Institut Pertanian Bogor,S1,Ilmu Dan Teknologi Kelautan,9,54241,5729,9804
Institut Pertanian Bogor,S3,Teknologi Perikanan Laut,8,54048,5663,15094
Institut Pertanian Bogor,S1,Teknologi Hasil Perairan,11,54244,5584,13500
Institut Pertanian Bogor,S2,Ilmu Gizi,6,13111,5559,17410
Institut Pertanian Bogor,S3,Ilmu Keluarga,6,95032,5548,12789
Institut Pertanian Bogor,S2,Ilmu Akuakultur,8,54143,5511,16895
Institut Pertanian Bogor,S2,Ilmu Manajemen,6,61101,5498,10935
Institut Pertanian Bogor,S1,Teknologi Hasil Hutan,11,54257,5435,17058
Institut Pertanian Bogor,S3,Teknologi Kelautan,6,38001,5419,13282
Institut Pertanian Bogor,S2,Statistika dan Sains Data,6,49101,5411,15031
Institut Pertanian Bogor,S2,Biofisika,7,45101,5388,13012
Institut Pertanian Bogor,S2,Klimatologi Terapan,4,54110,5371,42988
Institut Pertanian Bogor,S1,Teknik Pertanian dan Biosistem,14,54208,5347,14209
Institut Pertanian Bogor,S3,Pengelolaan Sumberdaya Perairan,7,54044,5278,10698
Institut Pertanian Bogor,S2,Ilmu Perencanaan Wilayah,6,95105,5266,11631
Institut Pertanian Bogor,S3,Agronomi Dan Hortikultura,7,54004,5193,15631
Institut Pertanian Bogor,S3,Manajemen Ekowisata Dan Jasa Lingkungan,6,54056,5165,13199
Institut Pertanian Bogor,S3,Sosiologi Pedesaan,6,69001,5155,14195
Institut Pertanian Bogor,S3,Mikrobiologi,5,46004,5095,16595
Institut Pertanian Bogor,S3,Teknik Industri Pertanian,5,41011,5061,15545
Institut Pertanian Bogor,S3,Ilmu Tanah,7,54005,5060,12813
Institut Pertanian Bogor,S1,Kimia,16,47201,4982,13984
Institut Pertanian Bogor,S3,Biosains Hewan,6,46002,4923,28547
Institut Pertanian Bogor,S2,Ilmu Komputer,8,55101,4880,12763
Institut Pertanian Bogor,S3,Ilmu Kimia,5,47001,4735,13416
Institut Pertanian Bogor,S2,Ilmu Kelautan,6,54141,4629,9399
Institut Pertanian Bogor,S2,Ilmu Nutrisi Dan Pakan,7,54134,4605,10247
Institut Pertanian Bogor,S1,Teknologi Dan Manajemen Perikanan Tangkap,15,54246,4518,10929
Institut Pertanian Bogor,S3,Silvikultur Tropika,6,54054,4496,12380
Institut Pertanian Bogor,S3,Ilmu Nutrisi Dan Pakan,6,54034,4450,13382
Institut Pertanian Bogor,S2,Teknik Sipil Dan Lingkungan,7,22101,4440,13691
Institut Pertanian Bogor,S1,Agronomi dan Hortikultura,24,54297,4204,9569
Institut Pertanian Bogor,S1,Silvikultur,10,54259,4198,9873
Institut Pertanian Bogor,S3,Ilmu Perencanaan Pembangunan Wilayah Dan Pedesaan,5,95003,4183,11416
Institut Pertanian Bogor,S2,Agronomi Dan Hortikultura,8,54104,4152,9690
Institut Pertanian Bogor,S2,Ilmu Pengelolaan Sumberdaya Alam Dan Lingkungan,4,95101,4091,10222
Institut Pertanian Bogor,S2,Konservasi Biodiversitas Tropika,5,54153,4076,10747
Institut Pertanian Bogor,S3,Ilmu Pengelolaan Hutan,7,54051,3940,10685
Institut Pertanian Bogor,S2,Bioteknologi,6,46101,3876,11651
Institut Pertanian Bogor,S2,Biosains Hewan,7,46102,3861,13537
Institut Pertanian Bogor,S2,Primatologi,5,54167,3860,15137
Institut Pertanian Bogor,S3,Manajemen dan Bisnis,5,61001,3858,9142
Institut Pertanian Bogor,S2,Silvikultur Tropika,6,54154,3836,11435
Institut Pertanian Bogor,S1,Bisnis,27,94201,3822,7117
Institut Pertanian Bogor,S1,Teknik Sipil dan Lingkungan,10,22201,3819,8590
Institut Pertanian Bogor,S3,Ilmu Ekonomi Pertanian,8,54002,3791,8661
Institut Pertanian Bogor,S3,Biologi Reproduksi,6,54032,3720,14367
Institut Pertanian Bogor,S3,Ilmu Komputer,6,55001,3674,14386
Institut Pertanian Bogor,S2,Biologi Tumbuhan,6,46103,3626,11143
Institut Pertanian Bogor,S3,Ilmu Gizi,7,13011,3464,11118
Institut Pertanian Bogor,S3,Ilmu-Ilmu Faal Dan Khasiat Obat,6,54071,3436,14707
Institut Pertanian Bogor,S1,Biokimia,9,47202,3397,9091
Institut Pertanian Bogor,S3,Kesehatan Masyarakat Veteriner,5,54062,3271,11118
Institut Pertanian Bogor,S2,Fitopatologi,6,54164,3240,9273
Institut Pertanian Bogor,S3,Ilmu Penyuluhan Pembangunan,5,54003,3190,7561
Institut Pertanian Bogor,S2,Manajemen Ekowisata Dan Jasa Lingkungan,5,54156,3189,9793
Institut Pertanian Bogor,S2,Sains Agribisnis,7,54101,3167,7865
Institut Pertanian Bogor,Pro,Pendidikan Profesi Dietisien,5,13911,3153,8430
Institut Pertanian Bogor,S2,Mikrobiologi,5,46104,3150,10127
Institut Pertanian Bogor,S1,Konservasi Sumberdaya Hutan Dan Ekowisata,11,54256,3096,7572
Institut Pertanian Bogor,S2,Bioteknologi Tanah Dan Lingkungan,6,54113,3091,13447
Institut Pertanian Bogor,S3,Biologi Tumbuhan,6,46003,3069,15985
Institut Pertanian Bogor,S2,Ilmu Tanah,7,54105,3064,10224
Institut Pertanian Bogor,S1,Ilmu Komputer,14,55201,3058,7061
Institut Pertanian Bogor,S3,Ilmu dan Teknologi Benih,5,54012,3009,10604
Institut Pertanian Bogor,S3,Statistika dan Sains Data,5,49001,2975,8518
Institut Pertanian Bogor,S2,Arsitektur Lanskap,9,54109,2960,8442
Institut Pertanian Bogor,S1,Meteorologi Terapan,8,33202,2942,7642
Institut Pertanian Bogor,S3,Parasitologi Dan Entomologi Kesehatan,6,54066,2930,9264
Institut Pertanian Bogor,S2,Pengelolaan Daerah Aliran Sungai,5,54146,2889,6574
Institut Pertanian Bogor,S2,Ilmu Keluarga Dan Perkembangan Anak,4,95132,2874,5962
Institut Pertanian Bogor,S2,Biokimia,7,47101,2856,7618
Institut Pertanian Bogor,S2,Statistika Terapan,5,49102,2851,7675
Institut Pertanian Bogor,S3,Fitopatologi,6,54064,2846,8209
Institut Pertanian Bogor,S2,Kesehatan Masyarakat Veteriner,5,54162,2811,10017
Institut Pertanian Bogor,S2,Teknologi Kelautan,6,38101,2805,7279
Institut Pertanian Bogor,S3,Komunikasi Pembangunan Pertanian dan Pedesaan,5,95006,2805,8461
Institut Pertanian Bogor,S2,Teknologi Pascapanen,7,41131,2769,12920
Institut Pertanian Bogor,S2,Parasitologi Dan Entomologi Kesehatan,6,54166,2725,12294
Institut Pertanian Bogor,S2,Ilmu Perencanaan Pembangunan Wilayah Dan Pedesaan,6,95103,2707,6239
Institut Pertanian Bogor,S1,Arsitektur Lanskap,12,54292,2657,4813
Institut Pertanian Bogor,S2,Mikrobiologi Medik,6,54168,2629,7777
Institut Pertanian Bogor,S2,Biologi Reproduksi,5,54132,2595,8560
Institut Pertanian Bogor,S2,Agroteknologi Tanah,6,54111,2590,6480
Institut Pertanian Bogor,S1,Manajemen Hutan,13,54258,2524,4789
Institut Pertanian Bogor,S1,Teknologi Hasil Ternak,7,54234,2492,9820
Institut Pertanian Bogor,S2,Ilmu Biomedis Hewan,6,54169,2343,9911
Institut Pertanian Bogor,S2,Pengendalian Hama Terpadu,6,54114,2307,3727
Institut Pertanian Bogor,S2,Ilmu-ilmu Faal Dan Khasiat Obat,6,54171,2216,5228
Institut Pertanian Bogor,Pro,Profesi Dokter Hewan,11,54961,2157,6073
Institut Pertanian Bogor,S2,Ilmu dan Teknologi Benih,6,54112,2075,5037
Institut Pertanian Bogor,S3,Ilmu Keteknikan Pertanian,6,41001,2050,7786
Institut Pertanian Bogor,S3,Primatologi,3,54067,2029,9865
